 Placa ; Tipo de Vehiculo ; Marca ; Año de Fabricacion ; Año del Permiso ; Valor Permiso ; IPC ; Multa ; Correccion Monetaria ; Valor Total ; Fecha de Emision ; Codigo Sii ; Forma de Pago 
RS-9317;CAMIONETA;TOYOTA;1997;2017;23115;370;3523;0;27008;04-01-2018;CT235003597;Contado
WX-1619;CAMION;IVECO;2007;2017;140220;701;6341;0;147262;09-01-2018; ;Contado
GRZD-98;CAMION;JMC;2014;2017;46740;234;2114;0;49088;15-01-2018; ;Contado
HGSB-76;AUTOMOVIL;CHEVROLET;2015;2017;31720;317;2403;189;34440;22-01-2018;SD050028215;2da. Cuota
BLZW-95;CAMIONETA;JAC;2018;2018;218979;0;3285;0;222264;07-02-2018;CT117001118;Contado
YR-1539;CAMIONETA;MITSUBISHI;2005;2017;37063;630;6219;0;43912;20-02-2018;CT166002805;Contado
HWSG-82;CAMIONETA;NISSAN;2016;2018;344618;5859;-5257;0;345220;21-02-2018;CT176032716;Contado
FHBW-98;AUTOMOVIL;KIA MOTORS;2013;2018;79589;0;0;0;79589;27-02-2018;SD132014713;Contado
GSBX-79;STATION WAGON;SUZUKI;2014;2018;126866;0;0;0;126866;27-02-2018;SU229025114;Contado
CGBF-55;CAMIONETA;MITSUBISHI;2010;2018;45433;0;0;0;45433;28-02-2018;CT166004610;1ra. Cuota
WZ-8235;AUTOMOVIL;NISSAN;2007;2018;24500;0;0;0;24500;01-03-2018;SD176020707;Contado
YR-1539;CAMIONETA;MITSUBISHI;2005;2018;36589;0;0;0;36589;01-03-2018;CT166002805;Contado
RR-8706;FURGON;CITROEN;1998;2018;23510;0;0;0;23510;01-03-2018;CO052000898;Contado
JRXH-81;AUTOMOVIL;SUZUKI;2017;2018;36195;0;0;0;36195;01-03-2018;HB229014917;1ra. Cuota
DP-7165;JEEP;CHEVROLET;1991;2018;23510;0;0;0;23510;01-03-2018;SU050001791;Contado
DGXX-93;CAMIONETA;MAHINDRA;2011;2018;50189;0;0;0;50189;02-03-2018;CT154000211;Contado
CFYT-21;CAMIONETA;DODGE;2010;2018;106166;0;0;0;106166;02-03-2018;CT064005810;Contado
GFLS-46;CAMIONETA;FORD;2014;2018;251366;0;0;0;251366;02-03-2018;CT079017314;Contado
VC-1831;STATION WAGON;CHEVROLET;2003;2018;23510;0;0;0;23510;05-03-2018;SD050018103;Contado
PG-5841;JEEP;SUZUKI;1996;2018;23510;0;0;0;23510;05-03-2018;SU229002096;Contado
XF-5916;CAMIONETA;TOYOTA;2004;2018;23510;0;0;0;23510;06-03-2018;CT235003504;Contado
RP-8849;CAMIONETA;CHEVROLET;1998;2018;23510;0;0;0;23510;06-03-2018;CT050003798;Contado
WA-9261;CAMIONETA;MAZDA;2006;2018;53189;0;0;0;53189;06-03-2018;CT160007306;Contado
DGFR-66;STATION WAGON;TOYOTA;2011;2018;152966;0;0;0;152966;06-03-2018;VN235004811;Contado
BLPJ-76;CAMIONETA;MITSUBISHI;2009;2018;39795;0;0;0;39795;07-03-2018;CT166004609;1ra. Cuota
BPPV-77;STATION WAGON;SUZUKI;2008;2018;34995;0;0;0;34995;07-03-2018;SU229021008;1ra. Cuota
YRB-445;CARRO ARRASTRE;HECHIZO;2015;2018;23510;0;0;0;23510;07-03-2018; ;Contado
WF-7433;JEEP;SUZUKI;2006;2018;33989;0;0;0;33989;07-03-2018;SU229017506;Contado
EG-3646;FURGON;VOLKSWAGEN;1974;2018;23510;0;0;0;23510;07-03-2018;SD243000574;Contado
HXVS-20;FURGON;CITROEN;2016;2018;173666;0;0;0;173666;07-03-2018;CO052010116;Contado
GRYK-25;AUTOMOVIL;MERCEDES BENZ;2015;2018;409018;0;0;0;409018;07-03-2018;SD162039815;Contado
BVTG-47;STATION WAGON;MERCEDES BENZ;2009;2018;312618;0;0;0;312618;07-03-2018;SU162002509;Contado
YR-8474;CAMIONETA;MITSUBISHI;2005;2018;48389;0;0;0;48389;08-03-2018;CT166003505;Contado
TS-3573;AUTOMOVIL;CHEVROLET;2000;2018;23510;0;0;0;23510;08-03-2018;SD050017400;Contado
LJ-6522;CAMIONETA;MITSUBISHI;1994;2018;11755;0;0;0;11755;08-03-2018;CT166001194;1ra. Cuota
BBTT-91;AUTOMOVIL;SUZUKI;2008;2018;23510;0;0;0;23510;08-03-2018;HB229009208;Contado
WV-4458;STATION WAGON;DAIHATSU;2008;2018;53389;0;0;0;53389;08-03-2018;SU059010008;Contado
BWXF-94;CAMIONETA;NISSAN;2009;2018;80189;0;0;0;80189;08-03-2018;CT176022809;Contado
HJCV-61;AUTOMOVIL;VOLKSWAGEN;2016;2018;41395;0;0;0;41395;08-03-2018;SD243016816;1ra. Cuota
FRHS-73;AUTOMOVIL;NISSAN;2013;2018;51389;0;0;0;51389;08-03-2018;HB176004913;Contado
BLXV-96;CAMIONETA;MITSUBISHI;2008;2018;32795;0;0;0;32795;08-03-2018;CT166004808;1ra. Cuota
GTZL-51;CAMIONETA;TOYOTA;2015;2017;149096;3280;15999;889;168375;09-03-2018;CT235013715;2da. Cuota
YRV-029;CARRO ARRASTRE;HECHIZO;2017;2018;23510;0;0;0;23510;09-03-2018; ;Contado
YRV-028;CARRO ARRASTRE;HECHIZO;2017;2018;23510;0;0;0;23510;09-03-2018; ;Contado
UT-5717;CAMIONETA;NISSAN;2001;2018;23510;0;0;0;23510;09-03-2018;CT176006301;Contado
SC-8977;AUTOMOVIL;SUZUKI;1998;2018;23510;0;0;0;23510;09-03-2018;SD229000798;Contado
VL-9548;CAMIONETA;CHEVROLET;2003;2018;11755;0;0;0;11755;09-03-2018;CT050016703;1ra. Cuota
VJ-3716;JEEP;SUZUKI;2002;2018;25500;0;0;0;25500;09-03-2018;SU229009302;Contado
FTSV-59;STATION WAGON;HYUNDAI;2001;2018;17095;0;0;0;17095;09-03-2018;VN111007501;1ra. Cuota
TX-7477;STATION WAGON;DAEWOO;2000;2018;23510;0;0;0;23510;09-03-2018;SU057000600;Contado
BYDG-55;STATION WAGON;DAIHATSU;2009;2018;27795;0;0;0;27795;09-03-2018;SU059010109;1ra. Cuota
RS-8835;AUTOMOVIL;SUZUKI;1998;2018;23510;0;0;0;23510;09-03-2018;HB229004198;Contado
BLZT-83;CAMIONETA;MAHINDRA;2008;2018;38389;0;0;0;38389;09-03-2018;CT154000608;Contado
GXXL-79;STATION WAGON;KIA MOTORS;2015;2018;550230;0;0;0;550230;09-03-2018;VN132010315;Contado
YJ-4857;STATION WAGON;KIA MOTORS;2005;2018;63189;0;0;0;63189;09-03-2018;SU132006205;Contado
JVCY-60;STATION WAGON;SUZUKI;2017;2018;61333;0;0;0;61333;09-03-2018;SU229027417;1ra. Cuota
BHDZ-52;CAMIONETA;NISSAN;2008;2018;56589;0;0;0;56589;09-03-2018;CT176017308;Contado
BRXB-30;CAMIONETA;TOYOTA;2008;2018;38195;0;0;0;38195;09-03-2018;CT235011608;1ra. Cuota
WG-2506;AUTOMOVIL;FIAT;2006;2018;23510;0;0;0;23510;12-03-2018;HB077009406;Contado
SS-9733;CAMIONETA;FORD;1999;2018;23510;0;0;0;23510;12-03-2018;CT079008399;Contado
NL-9309;AUTOMOVIL;TOYOTA;1995;2018;23510;0;0;0;23510;12-03-2018;SD235008795;Contado
GRYH-90;AUTOMOVIL;CHEVROLET;2014;2018;36589;0;0;0;36589;12-03-2018;HB050015114;Contado
CGRB-98;CAMIONETA;HYUNDAI;1999;2018;23510;0;0;0;23510;13-03-2018;CT111001199;Contado
GVWD-75;AUTOMOVIL;NISSAN;2015;2018;65389;0;0;0;65389;13-03-2018;HB176006115;Contado
GRCS-68;SEMI REMOLQUE;MONJE;2016;2017;70110;771;5316;0;76197;13-03-2018; ;Contado
ND-7307;CAMIONETA;TOYOTA;1995;2018;23510;0;0;0;23510;13-03-2018;CT235003595;Contado
CTFG-69;CAMIONETA;TOYOTA;2011;2018;135866;0;0;0;135866;13-03-2018;CT235011611;Contado
CLHR-92;CAMIONETA;NISSAN;2010;2018;50683;0;0;0;50683;13-03-2018;CT176028010;1ra. Cuota
HTZC-24;AUTOMOVIL;FIAT;2016;2018;80589;0;0;0;80589;13-03-2018;HB077017416;Contado
WV-4864;CAMIONETA;NISSAN;2007;2018;22395;0;0;0;22395;13-03-2018;CT176019507;1ra. Cuota
DRZC-21;CAMIONETA;TOYOTA;2013;2018;125383;0;0;0;125383;13-03-2018;CT235013413;1ra. Cuota
DZKL-45;CAMIONETA;VOLKSWAGEN;2013;2018;189266;0;0;0;189266;13-03-2018;CT243002513;Contado
CGZB-31;CAMIONETA;KIA MOTORS;2011;2018;62683;0;0;0;62683;14-03-2018;CT132005111;1ra. Cuota
JGRG-61;AUTOMOVIL;GREAT WALL;2017;2018;37795;0;0;0;37795;14-03-2018;SD091000817;1ra. Cuota
YRV-032;CARRO ARRASTRE;HECHIZO;2016;2018;23510;0;0;0;23510;14-03-2018; ;Contado
JZZJ-81;STATION WAGON;TOYOTA;2018;2018;355761;0;0;0;355761;14-03-2018;SU235010518;Contado
